n,t,GrossOutput,Expenditure,IntermediateUse,FinalExpenditure,ValueAdded,Deficit,GrossOutputManuf,ExpenditureManuf,IntermediateUseManuf,FinalExpenditureManuf,ValueAddedManuf,DeficitManuf,α,β
DNK,2000,273742.6501920005,260106.87727706472,124679.31887132722,135427.55840573696,149063.3313206733,13635.77291493633,61752.26650200025,61022.03808940103,37771.97401644568,23250.064072955272,23980.29248555457,-730.2284125992228,0.1716789724828293,0.388330564106142
DNK,2001,278889.9158290006,264761.7962561039,129506.799349334,135254.99690676839,149383.11647966658,14128.119572898198,62232.370535999995,61108.07020768782,38410.7221913693,22697.348016318614,23821.648344630696,-1124.3003283121725,0.1678115303345425,0.38278548831512726
DNK,2002,300689.3469429991,286220.00598104583,138608.46753670118,147611.5384443458,162080.87940629793,14469.34096195214,65295.930478000024,63872.016333952015,39889.85333857969,23982.162995372273,25406.077139420333,-1423.914144048009,0.16246807836376764,0.38909127955501505
DNK,2003,363470.15751799726,345073.022657492,165860.74844097492,179212.27421651603,197609.40907702234,18397.13486050631,75743.26523699997,73559.11458069977,46469.43547659621,27089.679104103507,29273.829760403758,-2184.150656300204,0.1511597306743343,0.38648755990128253
DNK,2004,416795.059736995,399009.4736967371,190092.5627549986,208916.91094173558,226702.49698199643,17785.586040260852,85738.4743669999,86324.04895116665,53174.54759396252,33149.50135720418,32563.926773037383,585.5745841667522,0.15867313568717842,0.37980529760360415
DNK,2005,450289.7049239992,431088.25865104323,212257.12788949392,218831.13076154792,238032.5770345053,19201.44627295737,92254.30338799974,95979.42887268787,60476.08927378833,35503.339598899656,31778.214114211405,3725.1254846881347,0.16224080858763335,0.3444632168600284
DNK,2006,492037.9325399934,476027.1392888218,237682.46202564405,238344.67726317735,254355.47051434932,16010.79325117197,99237.34579499971,107883.63371287129,67939.17489149125,39944.45882138028,31298.170903508464,8646.287917871581,0.16759115110120157,0.31538702141593844
DNK,2007,568886.8037559941,553117.5495766489,281079.4605105116,272038.08906613913,287807.3432454825,15769.254179343348,114936.03861000008,125932.44814757569,79786.11506536568,46146.333082209945,35149.923544634396,10996.409537575615,0.16963188221407716,0.3058216027777397
DNK,2008,642214.0738199999,622552.1155078924,320267.28774321784,302284.8277646767,321946.7860767821,19661.958312105387,129223.66612499997,142156.6972605202,91254.49260893416,50902.20465158599,37969.17351606581,12933.031135520214,0.1683915300281377,0.2938252307385991
DNK,2009,559835.5934549993,539112.9754363793,267868.0912857451,271244.8841506334,291967.5021692542,20722.618018620764,103718.38889999992,103976.8036624697,67919.15467155637,36057.64899091326,35799.23422844354,258.4147624697798,0.13293393202169654,0.3451580246098826
DNK,2010,553719.4655099943,527937.2693781027,262227.5954156725,265709.6739624307,291491.8700943218,25782.196131891105,100695.08398999977,101409.56760723364,65060.07530890403,36349.492298329504,35635.00868109574,714.4836172338692,0.13680153889868926,0.35389025232487736
DNK,2011,606152.6323020007,580807.957504745,294541.8220371121,286266.13546763174,311610.81026488857,25344.674797256826,115238.81930400038,116268.35594898116,75957.77493956042,40310.58100942086,39281.044364439964,1029.536644980777,0.14081505290023658,0.34086642506130194
DNK,2012,580801.5847919999,556764.4890491817,284353.51317385817,272410.9758753232,296448.0716181417,24037.09574281855,111878.64590100048,112678.30242561556,73159.53165559357,39518.770770021736,38719.114245406905,799.6565246150858,0.14507040563633036,0.34608136283369745
DNK,2013,601457.0228999985,574620.2292305838,291931.4587239032,282688.77050667704,309525.56417609524,26836.7936694182,114720.81449499971,115284.68628387651,74267.18746805369,41017.49881582292,40453.62702694602,563.8717888768006,0.14509772971280474,0.35262674175582376
DNK,2014,614581.8534310028,587843.3955195621,297942.02993395104,289901.3655856135,316639.8234970518,26738.45791143831,115588.24468100014,116712.04986719295,73778.1047632755,42933.94510391741,41810.139917724635,1123.8051861928107,0.14809845761570994,0.3617161938319251
ESP,2000,1.1141719296000022e6,1.1429767587906949e6,541290.4113032499,601686.3474874452,572881.5182967524,-28804.829190692864,336100.8108,356915.8561875221,216492.5629589986,140423.2932285241,119608.24784100137,20815.045387522143,0.23338288098925855,0.35587015561285096
