n,t,GrossOutput,Expenditure,IntermediateUse,FinalExpenditure,ValueAdded,Deficit,GrossOutputManuf,ExpenditureManuf,IntermediateUseManuf,FinalExpenditureManuf,ValueAddedManuf,DeficitManuf,α,β
POL,2001,374552.86861343787,379697.7222501752,192247.55236936646,187450.16988080615,182305.3162440714,-5144.853636734741,98112.25226049637,100682.32593610336,58130.133501716446,42552.19243438656,39982.11875877993,2570.073675606982,0.22700535540428798,0.4075140243710235
POL,2002,384544.0803535957,388960.29091040726,195164.9842906409,193795.30661976844,189379.09606295484,-4416.210556813603,99709.41708620058,101805.99962420498,58784.81819837574,43021.18142582923,40924.598887824846,2096.582538004397,0.22199289640299666,0.4104386534768807
POL,2003,424463.27904000215,427205.2668702087,217217.0241918791,209988.24267833025,207246.25484812303,-2741.9878302072175,118568.9685780003,117396.56542145336,68874.12197233287,48522.44344912038,49694.84660566744,-1172.4031565469486,0.2310721916152673,0.4191218596371259
POL,2004,508946.37512700236,510010.46520122467,264390.7130486726,245619.75215255158,244555.66207832977,-1064.0900742218073,156588.29355300026,154155.9784476411,91823.53840857545,62332.440039064524,64764.75514442481,-2432.3151053591573,0.2537761702501457,0.413598958612471
POL,2005,603394.7754170086,600788.1704024533,312577.1093160455,288211.0610864062,290817.6661009631,2606.6050145569025,182037.63445699928,174949.33653438083,105751.62487721995,69197.71165716104,76286.00957977933,-7088.297922618454,0.2400938791048531,0.41906724292113084
POL,2006,695532.4957680008,694808.4503825451,367425.10074931814,327383.3496332291,328107.3950186827,724.0453854536172,214928.26396800127,208044.5959396659,127271.88965856947,80772.70628109579,87656.37430943179,-6883.668028335378,0.24672209619574811,0.4078401448516895
POL,2007,884827.9452530032,891230.6305131691,473263.3559895219,417967.27452364203,411564.58926348126,-6402.685260160768,274142.24085100053,274723.30492772843,167958.91425506506,106764.39067266375,106183.32659593548,581.0640767278965,0.25543720090129857,0.38732931585558655
POL,2008,1.108469481984003e6,1.1231919595419846e6,594784.4921635112,528407.467378469,513684.98982049176,-14722.477557977196,332793.4617600002,334479.1155120596,204127.04398634308,130352.07152571557,128666.41777365713,1685.6537520593847,0.24668854922209418,0.3866254375707872
POL,2009,873733.6181870031,869048.2433413792,457779.1852576894,411269.0580836851,415954.4329293137,4685.374845628568,250037.09774599987,253332.02090389718,156687.84965949378,96644.17124440329,93349.2480865061,3294.923157897312,0.23499013442615493,0.3733415918198463
POL,2010,960207.7731960076,959814.3237443707,516751.178250516,443063.14549384825,443456.5949454916,393.4494516433333,280247.2464480001,295600.2040081789,187176.19096193684,108424.01304624286,93071.05548606324,15352.957560178824,0.24471458334768736,0.33210337181076494
POL,2011,1.0838311056899962e6,1.0848843414060927e6,595251.9481731087,489632.3932329903,488579.1575168874,-1053.2357161028776,334628.9120700021,349658.824861701,224660.2097724431,124998.61508925591,109968.70229755901,15029.91279169888,0.25529073814725256,0.3286288133840458
POL,2012,1.012234018928001e6,1.0039138751187099e6,547356.222220927,456557.6528977802,464877.79670707404,8320.143809293862,313236.50048600114,320571.8522689715,204306.74007962912,116265.11218934317,108929.76040637202,7335.351782970363,0.25465592669711323,0.34775564226187683
POL,2013,1.0606148282340048e6,1.0413515165366766e6,569089.7071606624,472261.8093760143,491525.1210733424,19263.311697328114,329965.01212446723,332887.7860691025,213813.16322741428,119074.62284168802,116151.84889705296,2922.7739446352934,0.2521368877975076,0.35201262142678
POL,2014,1.1054438706439286e6,1.0863693523220394e6,593415.9607226398,492953.3915994074,512027.90992128884,19074.51832188142,356875.49715263065,363945.2637244359,233913.33362747592,130031.93009695939,122962.16352515473,7069.76657180523,0.26378138849002636,0.3445519922388102
PRT,2000,226473.00047999845,246712.6428806668,114910.75065038029,131801.8922302847,111562.24982961816,-20239.642400666533,61618.620520000026,77441.18928514596,41481.07917613678,35960.11010900977,20137.541343863246,15822.56876514593,0.2728345511624382,0.3268093503866587
PRT,2001,232029.9723632583,251758.4958067934,117665.34717589476,134093.14863089877,114364.62518736355,-19728.523443535218,60909.0309039804,76609.05269320475,41133.377378142075,35475.675315062595,19775.653525838323,15700.021789224353,0.26455993969320535,0.32467522848973757
PRT,2002,250750.41054124184,269199.0632546813,124403.2359790833,144795.8272755995,126347.17456215854,-18448.652713440955,63800.597828188744,79086.73275941765,42312.37176380735,36774.36099561095,21488.226064381393,15286.134931228902,0.25397390026727684,0.33680289520558915
PRT,2003,303967.11801964964,322144.16349375027,149231.00738690665,172913.15610684603,154736.110632743,-18177.04547410304,75665.11650572563,91232.20003379164,49185.030166951154,42047.169866840246,26480.086338774476,15567.08352806601,0.24316929268735674,0.3499642577933612
PRT,2004,351427.4987299991,373120.6210225495,173939.06022092566,199181.5608016209,177488.43850907346,-21693.12229254743,85824.12440000003,105087.39118160891,56812.318956508985,48275.072225100026,29011.805443491045,19263.26678160888,0.2423671751080443,0.3380378844097014
PRT,2005,365509.6735581711,389326.1917506982,181593.7138083404,207732.4779423551,183915.95974983068,-23816.51819252441,87551.72085511909,108124.75510486349,57959.09408699618,50165.661017867664,29592.626768122907,20573.034249744407,0.2414916604027052,0.338001657524161
PRT,2006,384162.45395655016,407147.89129876747,190119.72142373252,217028.16987503666,194042.73253281764,-22985.437342219026,93691.66712735148,114390.48966398527,61439.599087159826,52950.89057682536,32252.068040191654,20698.822536633787,0.24398164813035156,0.34423624884753795
PRT,2007,444873.89350000257,467372.1876670693,220232.3778685922,247139.8097984745,224641.51563141038,-22498.29416706413,107776.66819999962,130441.92386720084,70465.635343661,59976.288523540046,37311.03285633863,22665.255667201214,0.24268161641965566,0.34618840496257575
PRT,2008,496893.9116994644,525142.1214809516,250113.3773505999,275028.74413035315,246780.53434886452,-28248.209781488637,118451.46338102593,145728.0085059133,78426.65146671019,67301.35703920331,40024.81191431574,27276.545124887387,0.24470662967251536,0.33790052711773494
PRT,2009,444009.495613161,465087.02138503385,213411.0346815634,251675.98670347102,230598.4609315976,-21077.52577187342,93557.44056850942,115743.29777217722,60771.08502942333,54972.21274275452,32786.35553908609,22185.857203667794,0.2184245444422305,0.35044091992958687
PRT,2010,435458.42462421366,457945.9469104678,211427.61759205424,246518.32931841363,224030.8070321594,-22487.522286254214,98428.40274669456,119063.72396250273,63049.80401189025,56013.91995061229,35378.598734804305,20635.321215808173,0.2272201020730686,0.35943485566713007
PRT,2011,454933.0897186212,472013.3668460168,225263.69958249296,246749.66726352554,229669.39013612826,-17080.277127397276,109513.03842256033,123800.79478477662,69532.20350809573,54268.59127668084,39980.834914464605,14287.756362216285,0.21993379719018089,0.36507830930776475
PRT,2012,397564.1479276198,406109.4812043302,194799.8896490592,211309.59155527284,202764.25827856062,-8545.33327671222,99273.38161076003,105910.47292098284,59328.75510077484,46581.71782020778,39944.62650998519,6637.091310222808,0.22044298830620412,0.40236995921629487
PRT,2013,408870.45260608883,414318.7821010921,196618.64599243566,217700.13610865624,212251.80661365317,-5448.329495003069,103658.90278975599,108430.95775892884,60418.35396337828,48012.603795550975,43240.54882637771,4772.054969172852,0.22054466595090882,0.4171426444101907
PRT,2014,414280.89368678676,420923.94013221056,198767.27538715833,222156.66474505392,215513.61829962843,-6643.046445425483,106068.61298176087,113407.27497482553,62638.457474798655,50768.81750002687,43430.15550696222,7338.661993064656,0.22852709621963832,0.4094534121458748
ROU,2000,72755.18941328293,74257.48631924974,37018.35105715892,37239.13526209047,35736.83835612401,-1502.296905966461,23270.680843803908,25308.604771698792,12783.261247668957,12525.343524029906,10487.41959613495,2037.9239278948844,0.3363489360286176,0.45067093939055713
ROU,2001,78810.89176314887,81328.53825078126,40159.507474306614,41169.030776474865,38651.38428884226,-2517.6464876326063,25223.40449508056,28209.0557139611,13762.46268167629,14446.593032284814,11460.941813404268,2985.6512188805427,0.35090923346536496,0.4543772755037707
ROU,2002,89408.4041190578,91360.7940397637,45595.28245825869,45765.5115815054,43813.12166079911,-1952.3899207062932,28133.631169142718,30716.657568334474,15286.582161088836,15430.075407245628,12847.049008053882,2583.0263991917564,0.33715509504937285,0.4566438271268968
ROU,2003,115064.16142612134,118835.64492887774,58651.286522227085,60184.35840665024,56412.874903894255,-3771.483502755982,34568.90794755834,39145.44565863884,19530.517584968,19614.928073671213,15038.39036259034,4576.537711080498,0.32591405130778645,0.4350264805993828
ROU,2004,148625.1440138456,154558.21582128035,76488.32904887646,78069.88677240339,72136.81496496913,-5933.0718074342585,46247.5469803152,52644.37269819091,25721.596100718136,26922.7765974728,20525.950879597065,6396.825717875712,0.344854818042206,0.4438278832028373
ROU,2005,188250.32323836678,197325.05726737267,94982.75676530722,102342.3005020668,93267.56647305956,-9074.734029007246,57831.1798720232,66837.86242858747,32440.32607977868,34397.53634880858,25390.853792244518,9006.682556564272,0.3361028253230825,0.4390512842455038
ROU,2006,233670.40793093157,246797.82367136347,118058.95851454872,128738.86515681534,115611.44941638285,-13127.415740432494,70865.62155084623,85178.52612984582,40831.82829294961,44346.69783689622,30033.79325789662,14312.904578999587,0.34447016278167447,0.4238133046832491
ROU,2007,318100.59452581586,339135.35993142077,157143.15901610808,181992.20091531263,160957.43550970778,-21034.76540560485,93228.69925192285,115545.84650222768,57492.2249757613,58053.62152646648,35736.47427616155,22317.147250304828,0.3189896118322173,0.38332052858095067
ROU,2008,392981.91866701265,416909.3403812614,196031.61466707353,220877.72571418792,196950.30399993912,-23927.421714248805,110013.328206519,136780.35697295854,70008.06792421656,66772.28904874167,40005.260282302435,26767.028766439544,0.3023043126365032,0.3636401237421328
ROU,2009,319526.9764733974,328024.81870709395,160763.50153060656,167261.3171764897,158763.47494279084,-8497.842233698873,85692.45466444848,100248.36841324662,50227.15168314218,50021.216730104265,35465.3029813063,14555.913748798135,0.2990602822846552,0.4138672782823189
ROU,2010,327039.62813104544,335418.2974003851,168936.83669776397,166481.46070261957,158102.79143328147,-8378.669269338105,86575.04502786654,100020.09970457312,50693.71332262729,49326.386381946286,35881.331705239245,13445.054676706583,0.2962875636348266,0.4144535147938977
ROU,2011,371363.49154128646,380167.46828151343,197857.43774841324,182310.0305330979,173506.05379287322,-8803.976740224665,100705.0440530186,114353.14347964444,57120.57343736733,57232.57004227689,43584.47061565127,13648.099426625835,0.3139299021283773,0.4327933225738442
ROU,2012,351813.2269327804,359102.7161366868,191476.18745651655,167626.52868017188,160337.03947626386,-7289.489203908015,97327.95763968801,108832.92165003622,56702.71787654876,52130.203773487374,40625.23976313925,11504.964010348209,0.3109901766978112,0.4174056535074486
ROU,2013,385683.0957735416,386260.34421321494,206436.6179419265,179823.7262712889,179246.4778316151,-577.2484396738,109427.1116786432,120626.91990591936,61748.05492575055,58878.86498016908,47679.05675289265,11199.808227276168,0.3274254526977279,0.43571520824667925
ROU,2014,398280.094568145,397912.0769431019,211413.19626278192,186498.88068032285,186866.89830536308,368.0176250402292,111442.7551608664,125688.7288832855,64526.32146615823,61162.407417127215,46916.433694708176,14245.97372241909,0.32795053350462466,0.4209913298265537
RUS,2000,446270.03779126884,399044.4341011574,203563.29781914872,195481.1362820097,242706.73997212012,47225.60369011041,132718.1332511462,142330.000199676,81337.97563647361,60992.02456320258,51380.1576146726,9611.866948529787,0.31200977098482174,0.38713743447132803
RUS,2001,546091.1149463599,511543.78602232743,259155.85303133074,252387.93299099573,286935.26191502914,34547.32892403341,157159.72453102987,179961.18399345063,101556.43531720193,78404.74867624849,55603.28921382794,22801.459462420753,0.3106517326208527,0.35380113689910125
RUS,2002,607515.5486623503,573708.6152376328,281687.8849328919,292020.7303047424,325827.6637294584,33806.933424716,165195.94623855612,195387.99183738718,107378.01773591997,88009.9741014681,57817.92850263615,30192.045598831057,0.3013826244788308,0.3499960490503953
RUS,2003,758684.0861887196,714896.9394715974,361492.4526695634,353404.4868020344,397191.6335191562,43787.146717121825,205375.47180744083,244194.771981034,140391.10632106502,103803.66565996906,64984.36548637581,38819.30017359316,0.29372480977616017,0.3164173643253021
RUS,2004,1.0236578482553726e6,960306.5541969523,482356.82337966555,477949.73081729247,541301.024875707,63351.294058414525,285514.2437128805,330143.8981551842,190477.97280146397,139665.9253537192,95036.2709114165,44629.6544423037,0.29221885974261547,0.33285999912139974
RUS,2005,1.3091188223276143e6,1.2203834797301276e6,617112.0066771851,603271.4730529368,692006.8156504292,88735.34259749239,375222.07977660047,436287.24278753833,260212.13436604035,176075.10842149978,115009.94541056012,61065.16301093786,0.2918671216632338,0.3065116676476893
RUS,2006,1.700894993213838e6,1.595435599023971e6,805822.1758442335,789613.4231797523,895072.8173696045,105459.39418985217,482883.49616724014,569271.802609744,339504.3176973492,229767.48491239338,143379.17846989096,86388.30644250388,0.29098730868470524,0.29692292159066364
RUS,2007,2.2589919883772423e6,2.1654089719534763e6,1.0800066284988415e6,1.0854023434546138e6,1.1789853598784008e6,93583.01642378699,646637.1596482693,758303.3838802462,443254.53275441955,315048.8511258276,203382.62689384975,111666.2242319769,0.2902599695179315,0.31452356837098155
RUS,2008,2.8916278589355093e6,2.761921457329059e6,1.379007170955586e6,1.382914286373481e6,1.5126206879799233e6,129706.4016064424,815339.7483754016,991888.661979508,591101.6877935831,400786.97418592894,224238.06058181846,176548.9136041064,0.289813315355171,0.27502407558152553
RUS,2009,2.185970347626954e6,2.1008732461845153e6,1.0477399576529668e6,1.053133288531535e6,1.138230389973987e6,85097.10144245182,546851.5410393589,651943.5160676579,388382.380098684,263561.1359689742,158469.16094067495,105091.97502829891,0.2502637974120805,0.289784610718084
RUS,2010,2.6350978733547013e6,2.5252891914136424e6,1.2663892196839047e6,1.2588999717297545e6,1.3687086536707967e6,109808.68194104219,690299.0504493988,819192.9462579659,473244.2324704146,345948.7137875528,217054.8179789842,128893.89580856706,0.2748023842690314,0.3144359214135918
RUS,2011,3.2626804125015833e6,3.126290660826045e6,1.5627662546842578e6,1.5635244061417838e6,1.6999141578173256e6,136389.75167554175,899921.3243781596,1.083031099671036e6,626098.6356813372,456932.46398969705,273822.6886968224,183109.7752928764,0.29224517519188725,0.30427403071710996
RUS,2012,3.4156308906201487e6,3.294275511175408e6,1.591981711546931e6,1.7022937996284682e6,1.8236491790732178e6,121355.37944474956,909568.235841199,1.0980225986115767e6,618610.126494041,479412.472117539,290958.1093471581,188454.36277037766,0.28162733849008464,0.3198859611429486
RUS,2013,3.63052390256948e6,3.525549632802844e6,1.7380238634729933e6,1.7875257693298662e6,1.8925000390964865e6,104974.26976662036,931776.7358920649,1.126015062466682e6,650961.1409163119,475053.9215503683,280815.594975753,194238.32657461707,0.26576060032324095,0.3013764823253562
RUS,2014,3.3810793674049187e6,3.266169764443646e6,1.6567253140347712e6,1.609444450408885e6,1.7243540533701475e6,114909.60296126246,834865.2292882904,1.0034798180833079e6,595782.6971420555,407697.12094125006,239082.53214623488,168614.58879501757,0.2533154349239411,0.2863726069296826
SVK,2000,47953.62342557342,50876.76133933375,28204.563278676123,22672.198060658025,19749.0601468973,-2923.1379137607255,16203.370396428449,17880.925204489075,10445.338631131512,7435.586573357557,5758.031765296937,1677.5548080606259,0.32796055122066764,0.35536012720946775
SVK,2001,49500.2297137134,53436.76996250643,28870.20985542922,24566.560107077006,20630.01985828418,-3936.540248792826,16735.11087122921,19339.05620630147,10750.40643049345,8588.649775807939,5984.704440735761,2603.945335072258,0.3496073417838326,0.35761367144717204
SVK,2002,57598.12417475771,61460.379249734266,33595.87916414888,27864.50008558503,24002.24501060883,-3862.2550749762013,19105.728925078045,21544.829383170076,12241.594656378278,9303.23472679182,6864.134268699767,2439.1004580920307,0.3338740942136839,0.3592709964438966
SVK,2003,78315.06141721051,80623.77769789069,45650.236652583946,34973.54104530702,32664.824764626566,-2308.7162806804554,27846.348110541985,28611.003780257823,17619.597301006434,10991.406479251315,10226.750809535552,764.6556697158376,0.31427776972918825,0.36725644486445025
SVK,2004,95245.61092640195,97648.894121252,53950.78863879702,43698.10548245548,41294.822287604926,-2403.2831948505554,34551.75408308198,35248.969484165915,21297.36166966077,13951.60781450508,13254.392413421207,697.2154010839367,0.31927260141990743,0.38360982720443493
SVK,2005,107333.35899000024,110371.3209470331,60780.466484773344,49590.85446226008,46552.8925052269,-3037.961957033185,39029.65637999989,40401.79898049361,24437.34776525002,15964.451215243642,14592.308614749873,1372.1426004937166,0.3219232938886544,0.3738774554578826
SVK,2006,129506.06542079279,131632.2840887569,74359.4366745785,57272.84741417822,55146.628746214294,-2126.218667963927,48658.42666382129,49234.8046815477,31164.472739822373,18070.33194172534,17493.953923998914,576.3780177264125,0.3155130704615871,0.35952567979363154
SVK,2007,174225.7971224702,173598.25771662703,99751.32389790262,73846.9338187251,74474.47322456757,627.5394058424718,67625.52000104151,66135.44142358271,42882.56572174161,23252.875701841214,24742.954279299905,-1490.0785774588003,0.314879365999419,0.36588190787913843
SVK,2008,222650.92875727246,222082.33791434063,128009.91989245678,94072.41802188497,94641.00886481568,568.5908429307165,81381.6669092246,79942.47994166806,51583.18752789079,28359.292413777435,29798.47938133381,-1439.1869675565395,0.30146235219743095,0.36615715201031546
SVK,2009,193954.46708726214,193362.77377085146,107727.31442908368,85635.459341768,86227.15265817846,591.6933164104557,61716.5572740787,60194.05680556697,39782.05410471252,20412.002700854704,21934.50316936618,-1522.500468511731,0.2383592364395588,0.3554071085325881
SVK,2010,200018.03661000103,199323.67873145177,113290.79270718397,86032.88602426893,86727.24390281706,694.3578785481368,69788.02968000021,65955.84172041136,43626.04450052155,22329.7972198895,26161.98517947866,-3832.187959588846,0.25954955426684756,0.374877830760368
SVK,2011,228356.72719975573,227957.39004185362,134048.74433576048,93908.64570609282,94307.98286399525,399.3371579024242,84169.40544838617,77686.6320894233,53379.12290876096,24307.50918066228,30790.28253962521,-6482.773358962862,0.2588420799586209,0.36581323552898604
SVK,2012,218230.67352904525,212324.53399970703,127798.51297669258,84526.02102301319,90432.16055235267,5906.139529339474,82423.06145133685,77449.55653919358,54245.99940450801,23203.557134685678,28177.06204682884,-4973.504912143268,0.2745137752121118,0.3418589597459295
SVK,2013,226612.92173958797,219559.2496801474,131382.4113825717,88176.8382975762,95230.51035701626,7053.672059440054,85471.45763808629,81573.84223742526,56989.9988481904,24583.843389234313,28481.458789895885,-3897.6154006610304,0.27880159760627377,0.33322771808216456
SVK,2014,229289.1362499996,222164.35720479477,131823.72367888884,90340.63352590705,97465.41257111076,7124.779045203715,87486.77329999975,84798.4845089783,59077.637024171534,25720.847484806585,28409.13627582822,-2688.2887910214486,0.2847096204769319,0.3247249293148671
SVN,2000,38579.16173992685,41364.92831213748,20017.33935024139,21347.58896189575,18561.82238968546,-2785.76657221029,13184.55009324292,14675.332233021274,8337.200303970532,6338.131929050709,4847.349789272388,1490.7821397783537,0.29690153489295296,0.367653788334928
SVN,2001,39325.63644363736,41598.645728890246,20187.276279226822,21411.36944966376,19138.36016441054,-2273.0092852532216,13551.926398698037,14616.842632011889,8386.999774894257,6229.842857117649,5164.92662380378,1064.916233313852,0.2909595704171776,0.381121212722937
SVN,2002,44418.31044804962,46180.271174353904,22665.63802140313,23514.633152950697,21752.672426646488,-1761.960726304209,15074.496731561312,15754.346422606515,9112.18652867875,6642.159893927864,5962.3102028825615,679.8496910452031,0.28246921186156726,0.3955230021310985
SVN,2003,55448.70031336848,57299.54317101581,28058.245371999037,29241.297799016815,27390.45494136944,-1850.8428576473743,18511.6705213295,19122.190715845976,10901.542126398313,8220.64858944781,7610.1283949311855,610.5201945164772,0.28113145476478185,0.4110989543684159
SVN,2004,65225.44635348005,67256.12159929474,33344.96951388212,33911.152085412636,31880.476839597934,-2030.675245814702,21802.393203206393,22579.930162638895,13017.505896720684,9562.42426591826,8784.887306485709,777.536959432502,0.28198464746444496,0.4029322480613619
SVN,2005,69632.83951319591,71339.89594758712,35951.852810830416,35388.04313675684,33680.986702365495,-1707.056434391343,23150.275729476914,23866.489748381096,14231.472286223743,9635.017462157384,8918.803443253171,716.214018904182,0.27226759685249985,0.38525689920388234
SVN,2006,77659.58134089895,79068.56598843634,40847.18353303499,38221.38245540093,36812.397807863956,-1408.9846475369777,25766.70145717216,26303.807942970296,15932.632951481632,10371.174991488577,9834.068505690528,537.1064857981364,0.2713448422120865,0.38165802953226735
SVN,2007,96517.94378915353,98089.57124702203,51698.54092952319,46391.03031749886,44819.40285963035,-1571.6274578685116,31609.008154129788,32830.70414585238,19874.714198051974,12955.98994780043,11734.293956077814,1221.695991722594,0.2792779090942799,0.37123258973707157
SVN,2008,111674.27897210728,113259.13886623802,59741.26961082955,53517.86925540797,51933.00936127773,-1584.8598941302407,34352.63891238808,36397.03077750734,22060.03043243584,14337.000345071492,12292.60847995224,2044.391865119258,0.2678918377084443,0.35783592961527444
SVN,2009,95346.16990385218,95462.51151956036,48921.436279889735,46541.075239669946,46424.73362396244,-116.34161570750439,26127.651324730814,26626.67803632908,16805.145973980732,9821.532062348366,9322.505350750082,499.02671159826787,0.21102933294452217,0.3568060992120626
SVN,2010,93316.85373189596,93710.4422570242,49113.61374735519,44596.828509669394,44203.23998454076,-393.58852512863086,27508.893850274264,27757.225601650905,17525.09241133292,10232.133190317834,9983.801438941344,248.33175137664148,0.2294363418263997,0.3629299488842153
SVN,2011,99911.77440000039,100083.20308916323,52738.80277185131,47344.400317312065,47172.97162814908,-171.42868916298903,30684.134400000024,30907.90775149808,19471.529179014142,11436.378572484007,11212.605220985883,223.7733514980573,0.24155715345077788,0.36542028772321744
SVN,2012,89210.6965287903,88567.20304123775,46853.95592133415,41713.24711990384,42356.74060745615,643.4934875523104,27578.51820728032,27017.994513501162,17392.838332244846,9625.15618125626,10185.679875035476,-560.5236937791597,0.23074579050604602,0.36933383434453726
SVN,2013,91214.97048000051,89974.09639469728,47694.79130711904,42279.30508757797,43520.17917288147,1240.8740853034978,28186.66473000004,27406.204421214206,17598.42549562781,9807.778925586457,10588.239234372231,-780.4603087858341,0.23197587815765847,0.37564711312235544
SVN,2014,94237.6435321424,92041.99637192817,49016.319686810675,43025.67668511732,45221.32384533173,2195.6471602144084,29588.24975694063,28572.42479341485,18328.8355160933,10243.589277321495,11259.41424084733,-1015.824963525778,0.2380808407102816,0.38053667700321364
SWE,2000,472785.1257149981,451265.40826119523,230703.14408689327,220562.26417430097,242081.98162810484,21519.717453803867,151649.36304000026,127167.94777524109,79068.03041554324,48099.91735969785,72581.33262445702,-24481.41526475917,0.21807863434738106,0.4786128419498365
SWE,2001,436496.19972140057,416519.02081873256,213359.81934351637,203159.20147521663,223136.3803778842,19977.17890266757,135817.90486069972,114394.51827825676,71289.49603448031,43105.02224377677,64528.40882621941,-21423.386582442967,0.2121736152277363,0.47510973529154593
SWE,2002,472981.72864999855,451010.2605097832,227667.56260225063,223342.69790753577,245314.16604774792,21971.46814021215,142448.2103340005,119415.69810073244,74329.25303671136,45086.44506402116,68118.95729728913,-23032.512233268062,0.20187114011977692,0.4782015662925464
SWE,2003,582971.5281119978,555307.1087501725,275592.7105552172,279714.398194952,307378.81755678053,27664.419361828535,171850.94118599975,144155.26192674984,89105.44688940939,55049.81503733986,82745.49429659036,-27695.67925924991,0.19680722691640598,0.48149572952895425
SWE,2004,677672.5863599983,640809.1704591814,323024.3019787651,317784.86848041404,354648.2843812332,36863.41590081918,200710.60316999973,165656.28892949646,104361.31580818455,61294.97312131155,96349.28736181518,-35054.31424050327,0.19288197520043132,0.48004084408140796
SWE,2005,704701.8020699979,669192.8647202235,343092.91360304115,326099.95111718215,361608.88846695673,35508.937349774584,210537.66411000004,176378.1155965866,112549.54489554609,63828.570701040655,97988.11921445395,-34159.548513413436,0.19573315016568102,0.4654184781078311
SWE,2006,765462.7622749996,725717.9475876075,374349.3937242942,351368.5538633088,391113.36855070543,39744.81468739663,231930.17087199976,195126.29116267647,124906.44116875707,70219.84999391943,107023.72970324269,-36803.879709323286,0.19984671144258606,0.46144806991199155
SWE,2007,895474.3750049981,851644.6574873828,440856.8332434602,410787.82424392534,454617.54176153784,43829.7175176125,270733.3472969984,231968.93447917877,147849.58676456468,84119.34771461417,122883.76053243375,-38764.412817819655,0.20477565972029443,0.4538922218459792
SWE,2008,966660.9872159974,922594.4998543618,481270.7885388873,441323.7113154742,485390.19867711014,44066.487361635955,283679.4415560004,242874.45620115037,154388.86904618941,88485.58715496161,129290.57250981097,-40804.98535485001,0.20050041474365493,0.45576292663523194
SWE,2009,776644.4902319988,743667.54559644,376200.41899247083,367467.12660396914,400444.071239528,32976.94463555887,201470.7585779998,173648.88562024577,111217.56345622847,62431.32216401709,90253.19512177134,-27821.872957754036,0.16989634621466776,0.4479716846195803
SWE,2010,881199.6430919947,844794.1982992897,426872.21181244904,417921.98648683855,454327.43127954565,36405.4447927071,238157.8835880009,202609.9864878754,126572.44572474337,76037.54076313124,111585.43786325752,-35547.8971001255,0.1819419490281492,0.4685355621327814
SWE,2011,1.0261052593860024e6,988687.9155899825,501647.0431439325,487040.8724460506,524458.21624207,37417.343796019384,278021.14699800086,240480.4939990311,149471.25642351084,91009.23757552018,128549.89057449001,-37540.652998969745,0.18686160181679876,0.4623745062652172
SWE,2012,987678.354841003,950066.7577280873,480657.131488938,469409.62623915006,507021.22335206496,37611.5971129149,255502.51854199957,216629.77167028084,134596.60485224705,82033.16681803351,120905.91368975252,-38872.74687171873,0.17475816905433483,0.47320830487186755
SWE,2013,1.0302498519959985e6,993208.187582481,492011.8815174962,501196.30606498057,538237.9704785023,37041.664413521765,255281.97793799982,222539.82940990568,135924.61087580846,86615.21853409692,119357.36706219136,-32742.14852809414,0.17281695312987239,0.46755109007804546
SWE,2014,1.0181894674441047e6,986631.666289181,484974.52011005505,501657.14617912605,533214.9473340497,31557.801154923683,246360.00097178586,216806.7812290441,131471.47809300004,85335.30313604482,114888.52287878582,-29553.219742741756,0.17010682253009163,0.4663440592044133
TUR,2000,573083.3804089611,564720.253480508,299053.34386769275,265666.9096128135,274030.03654126835,8363.126928454847,214822.79505487732,201145.75113684282,128772.08261106297,72373.66852578001,86050.71244381435,-13677.043918034498,0.2724225935072545,0.40056602197095686
TUR,2001,433009.81720365473,405392.36983255966,222820.38543973258,182571.98439282854,210189.43176392216,27617.447371093614,155339.36819222695,139277.14581449097,92238.53775726314,47038.60805722784,63100.830434963806,-16062.222377735976,0.25764417368668047,0.40621274033301574
TUR,2002,453253.99696953193,429619.06684628007,231003.3833505478,198615.68349573013,222250.61361898412,23634.930123253987,158528.54110791296,146773.7979893224,93298.65872424033,53475.1392650821,65229.88238367262,-11754.743118590559,0.2692392580681158,0.4114709056665675
TUR,2003,583875.8776649289,565351.2228782346,297313.9246324577,268037.29824577697,286561.9530324712,18524.654786694213,206763.35106547104,199795.0789953646,124352.86605550224,75442.21293986328,82410.4850099688,-6968.272070106439,0.2814616228174577,0.39857394739106233
TUR,2004,738903.0738918937,722399.9253724245,374333.3473686264,348066.57800379605,364569.72652326734,16503.148519471288,258800.0201192799,257288.5196446771,158143.88456224336,99144.63508243345,100656.13555703656,-1511.500474602828,0.28484388145233575,0.3889340329674029
TUR,2005,909018.0215708241,895889.917535117,459771.39318933873,436118.5243457795,449246.62838148535,13128.104035705852,318268.2224030291,320147.49217103794,194998.3388654468,125149.15330559044,123269.8835375823,1879.2697680088459,0.286961333489162,0.3873144563627948
TUR,2006,1.0014278754118504e6,993431.4400405209,505177.99329212017,488253.44674839755,496249.88211973023,7996.4353713326855,349510.8397762826,353683.77464968886,213128.39648372654,140555.3781659622,136382.44329255607,4172.934873406251,0.2878738063233621,0.39020948071268036
TUR,2007,1.2303940489456507e6,1.225950836797859e6,617344.2501733152,608606.5866245364,613049.7987723355,4443.212147799088,417261.5508204163,427799.7356168871,257490.3759634467,170309.35965344045,159771.1748569696,10538.1847964708,0.2798348939961576,0.38290413900544823
